Name,Level,TID,InfoTID,InfoScreenAttribute1,InfoScreenAttribute1Divider,InfoScreenAttribute2,InfoScreenAttribute2Divider,Animation,IconExportName,BigPicture,BigPictureSWF,IsCapitalAbility,AttackRange,AttackSpeed,DPS,Damage,HealthOverride,PercentHealthIncrease,DamageRadius,ExtraDamageTaken,ExtraDamageFlat,ExtraDamageTarget,ExtraDamagePercentageAgainstTarget,PreferedTargetBuildingClass,DieDamage,DieDamageRadius,DieDamageEffect,DieDamageDelay,CoolDownOverride,IsJumper,SmoothJump,JumpHeightPercentage,StunTargetOnActivateTime,StunOnHitTime,FrostOnHitTime,FrostOnHitPercent,PoisonOnHitSpell,PoisonOnHitSpellLevel,PoisonOnHitDuration,AttackEffect,HitEffect,AbilityEffect,ActivationEffect,PreActivationDelayEffect,PreDeactivationDelayEffect,ActivationCriteriaProgressEffect,Projectile,Speed,SpeedBoost,AirTargets,GroundTargets,MultiTargets,NumMultiTargets,Pushback,AuraSpell,AuraSpellLevel,IncreasingDamage,ProjectileBounces,ChainShootingDistance,ChainAttackDistance,ChainAttackDepth,ChainAttackFactor,ChainAttackDelay,ChainAttackDamageReductionPercent,ChainAttackFrostOrStunEnabled,ChainAttackEffect,PreAttackEffect,ReflectsDamage,SelfDamagePerHit,FightWithGroups,IgnoreObstacles,SpellsBoostedByParent,SelfSpell,SelfSpellLevel,CastSpell,CastSpellLevel,CastSpellTarget,BoostDamagePercentage,BoostAttackSpeedPercentage,ShieldProtectionPercent,TrapShieldProtectionPercent,IsInvisible,HealOnActivation,DontHealDuringPreactivateDelay,GiveAbilityToCharacter,GiveAbilityToMaster,GiveAbilityToSpawnedTroop,GivenAbility,GivenAbilityTargetsOwner,GivenAbilityLevel,ProjectileOnActivation,ProjectileOnActivationDirection,ProjectileOnActivationCopyTarget,ProjectileOnActivationCircleOutDistance,ProjectileOnActivationCount,PenetratingExtraRange,PenetratingRadius,SpawnedTroop,TroopCount,TroopLevel,SpawnDelayBetweenHitsMS,SpawnnedTroopsPerHit,CopySpawnnedTroopLevelFromAvatar,SpawnnedTroopsChancePercentage,SpawnnedTroopsPerDamage,SpawnPattern,SpawnDist,SpawnRemainingTroopsOnDeath,Regeneration,RegenerationTimeBetweenHitsMS,SelfDestruct,NotPausedWhileRecalled,PreActivationDelayTime,PreDeactivationDelayTime,ActiveAfterTime,ActiveAfterPlayerInput,ActiveAfterTakingDamage,ActiveOnExtraPowerLevel,ActiveAfterNumHits,ActiveOnBecomingTargetable,ActivateAfterNumReceivedHits,ActiveWhileAloneRadius,ActiveAfterPlaceCommand,ActiveWhileAlive,ActiveOnDeath,ActiveOnMasterDeath,ActiveAfterFriendlyHousingSpaceDied,ActivationCooldown,MaxActivations,ActivationCanOverrideActiveAbility,SimulatePlayerInputOnDeath,DeactivateWhenAnyCriteriaMet,DeactivateAfterTime,DeactivateAfterNumberOfHits,DeactivateAfterTakingDamage,DeactivateAfterNumReceivedHits,DeactivateAfterPlayerInput,DeactivateAfterMasterDies,DeactivateWhenAllSpawnsDone,DeactivateWhileNotAloneRadius,TriggerCooldownOnDeactivation,HideOnActivationClipName,HideOnDepletionClipName,GrowthScale,DisableAttacking,SecondaryTargetBuildingClass,DisableDefaultEquipment,Untargetable,AttachToMaster,DisableRetargeting,LootIncreasePercentage,OverrideExportName,OverrideExportNameBase,ActivateFromGameSystem,DeactivateFromGameSystem,OverrideTID,MinAttackRange,TurnSpeed,FixedTargeting,RetargetAfterHit,OverrideInfoTID,OverridePreviewScenario,OverrideStatBars,ExtraAbilities,ExtraAbilityLevels,ActiveAfterTimeTargeting,DeactivateAfterTimeTargeting,DeactivateAfterTargetingTimeReset,ActiveOnBattleBegin,BurstCount,BurstDelay,HideDefender
,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GrandWardenFireball,1,TID_GEAR_FIRE_IN_A_CAN,TID_GEAR_INFO_FIRE_IN_A_CAN,,,,,,,,,,,,,1500,,,400,,,,,Defense,,,,,,,,,,,,,,,,,ps_chr_gw_fireballl_explosion_lvl1,,FireballActivationEffect,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,vfx_chr_gw_Fireball_lvl1,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,1,,TRUE,,-1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,,,,,,,,,,,,,,,1500,,,400,,,,,,,,,,,,,,,,,,,,,,ps_chr_gw_fireballl_explosion_lvl1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vfx_chr_gw_Fireball_lvl1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,,,,,,,,,,,,,,,1700,,,400,,,,,,,,,,,,,,,,,,,,,,ps_chr_gw_fireballl_explosion_lvl1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vfx_chr_gw_Fireball_lvl1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,,,,,,,,,,,,,,,1700,,,400,,,,,,,,,,,,,,,,,,,,,,ps_chr_gw_fireballl_explosion_lvl1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vfx_chr_gw_Fireball_lvl1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,,,,,,,,,,,,,,,1800,,,400,,,,,,,,,,,,,,,,,,,,,,ps_chr_gw_fireballl_explosion_lvl1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vfx_chr_gw_Fireball_lvl1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,,,,,,,,,,,,,,,1950,,,400,,,,,,,,,,,,,,,,,,,,,,ps_chr_gw_fireballl_explosion_lvl1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vfx_chr_gw_Fireball_lvl1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,,,,,,,,,,,,,,,1950,,,400,,,,,,,,,,,,,,,,,,,,,,ps_chr_gw_fireballl_explosion_lvl1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vfx_chr_gw_Fireball_lvl1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8,,,,,,,,,,,,,,,2050,,,400,,,,,,,,,,,,,,,,,,,,,,ps_chr_gw_fireballl_explosion_lvl1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vfx_chr_gw_Fireball_lvl1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,,,,,,,,,,,,,,,2200,,,500,,,,,,,,,,,,,,,,,,,,,,ps_chr_gw_fireballl_explosion_lvl2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vfx_chr_gw_Fireball_lvl2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10,,,,,,,,,,,,,,,2200,,,500,,,,,,,,,,,,,,,,,,,,,,ps_chr_gw_fireballl_explosion_lvl2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vfx_chr_gw_Fireball_lvl2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11,,,,,,,,,,,,,,,2350,,,500,,,,,,,,,,,,,,,,,,,,,,ps_chr_gw_fireballl_explosion_lvl2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vfx_chr_gw_Fireball_lvl2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12,,,,,,,,,,,,,,,2650,,,500,,,,,,,,,,,,,,,,,,,,,,ps_chr_gw_fireballl_explosion_lvl2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vfx_chr_gw_Fireball_lvl2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13,,,,,,,,,,,,,,,2650,,,500,,,,,,,,,,,,,,,,,,,,,,ps_chr_gw_fireballl_explosion_lvl2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vfx_chr_gw_Fireball_lvl2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14,,,,,,,,,,,,,,,2750,,,500,,,,,,,,,,,,,,,,,,,,,,ps_chr_gw_fireballl_explosion_lvl2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vfx_chr_gw_Fireball_lvl2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15,,,,,,,,,,,,,,,3100,,,500,,,,,,,,,,,,,,,,,,,,,,ps_chr_gw_fireballl_explosion_lvl2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vfx_chr_gw_Fireball_lvl2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,16,,,,,,,,,,,,,,,3100,,,500,,,,,,,,,,,,,,,,,,,,,,ps_chr_gw_fireballl_explosion_lvl2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vfx_chr_gw_Fireball_lvl2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,17,,,,,,,,,,,,,,,3250,,,500,,,,,,,,,,,,,,,,,,,,,,ps_chr_gw_fireballl_explosion_lvl2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vfx_chr_gw_Fireball_lvl2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,18,,,,,,,,,,,,,,,3400,,,500,,,,,,,,,,,,,,,,,,,,,,ps_chr_gw_fireballl_explosion_lvl2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vfx_chr_gw_Fireball_lvl2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19,,,,,,,,,,,,,,,3400,,,500,,,,,,,,,,,,,,,,,,,,,,ps_chr_gw_fireballl_explosion_lvl2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vfx_chr_gw_Fireball_lvl2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20,,,,,,,,,,,,,,,3500,,,500,,,,,,,,,,,,,,,,,,,,,,ps_chr_gw_fireballl_explosion_lvl2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vfx_chr_gw_Fireball_lvl2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21,,,,,,,,,,,,,,,3650,,,500,,,,,,,,,,,,,,,,,,,,,,ps_chr_gw_fireballl_explosion_lvl2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vfx_chr_gw_Fireball_lvl2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,22,,,,,,,,,,,,,,,3650,,,500,,,,,,,,,,,,,,,,,,,,,,ps_chr_gw_fireballl_explosion_lvl2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vfx_chr_gw_Fireball_lvl2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,23,,,,,,,,,,,,,,,3750,,,500,,,,,,,,,,,,,,,,,,,,,,ps_chr_gw_fireballl_explosion_lvl2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vfx_chr_gw_Fireball_lvl2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,24,,,,,,,,,,,,,,,3900,,,600,,,,,,,,,,,,,,,,,,,,,,ps_chr_gw_fireballl_explosion_lvl3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vfx_chr_gw_Fireball_lvl3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,25,,,,,,,,,,,,,,,3900,,,600,,,,,,,,,,,,,,,,,,,,,,ps_chr_gw_fireballl_explosion_lvl3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vfx_chr_gw_Fireball_lvl3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,26,,,,,,,,,,,,,,,3950,,,600,,,,,,,,,,,,,,,,,,,,,,ps_chr_gw_fireballl_explosion_lvl3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vfx_chr_gw_Fireball_lvl3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,27,,,,,,,,,,,,,,,4100,,,600,,,,,,,,,,,,,,,,,,,,,,ps_chr_gw_fireballl_explosion_lvl3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vfx_chr_gw_Fireball_lvl3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCEquipSpawnHogs,1,TID_GEAR_HOG_TOTEM,TID_GEAR_INFO_HOG_TOTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,Boar Rider,7,4,250,3,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,1,,TRUE,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GrandWardenRageAura,1,TID_GEAR_ANGRY_TOME,TID_GEAR_INFO_ANGRY_TOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RageAura,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ArcherQueenPierceProjectile,1,TID_GEAR_PIERCING_ARROW,TID_GEAR_INFO_PIERCING_ARROW,,,,,,,,,,,,,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QueenPierceProjectile,,TRUE,,,40000,100,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,1,,TRUE,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,,,,,,,,,,,,,,,850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,,,,,,,,,,,,,,,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,,,,,,,,,,,,,,,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,,,,,,,,,,,,,,,1750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,,,,,,,,,,,,,,,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ArcherQueenAttackFreeze,1,TID_GEAR_FROZEN_ARROW,TID_GEAR_INFO_FROZEN_ARROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750,25,,,,,ArcherQueenFreezeArrowHit,,,,,,QueenFrostyProjectile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
