Name,Character,IsDefaultSkin,EnabledByCalendar,TID,Icon,Geometry,Texture,NormalMap,MaterialMap,EmissionMap,SWF,SWFTextureExportName,Animation,AltAnimation,CameraDistance,ViewportWidth,ViewportHeight,CelebrateSfx,CelebrateSfxVolume,DeployEffect,AttackEffect,AttackEffect2,AttackEffectAlt,AttackEffect2Alt,HitEffect,DieEffect,AbilityTriggerEffect,AbilityEffect,AbilityActivationEffect,AbilityHitEffect,SkinChangeEffect,ParticleEffect3D,AbilityEffect3D,GunBone,ShadowBone,ProjectileVis,RageProjectileVis,AbilityProjectileVis,SpawnedTroopAnimation,Environment,EnvironmentMenu,EnvironmentWardrobe,MakeCreator,ShadowScale,Tier,ThemeIcon,ThemeTID,ThemeYear,FeatureCustomModel,FeatureCustomTextures,FeatureCustomAnimations,FeatureCustomEffects,FeatureCustomSounds,FeatureCustomVoiceovers,FeatureCustomUnits,FeatureExtraAnimations,FeatureExtraEffects,FeatureExtraSounds,ShadowSWF,ShadowExportName,ShadowAlpha,OutlineSize,PortraitCameraPosition,PortraitCameraLookAt,PortraitCameraFov,PortraitCameraDefaultModelRotation,UseMenuPoseInPortrait,BloomStrength,BloomThreshold
BattleCopter001,Battle Copter,FALSE,FALSE,TID_STEAMPUNK_BATTLE_COPTER,image/skin_icons/bc_steampunk_dl_opt.ktx,sc3d/battlecopter_steampunk_geo_dl_opt.glb,sc3d/battlecopter_steampunk_a_dl_opt.ktx,sc3d/battlecopter_steampunk_n_dl_opt.ktx,sc3d/battlecopter_steampunk_m_dl_opt.ktx,,,,BattleCopterSteamPunkSkin,,10000,225,225,,,Battle Copter Deploy,Battle Copter Steam Punk Attack,,,,Battle Copter Steam Punk Hit,Battle Copter Die,,,,BattleCopter Steampunk Bomb Blast lvl 1,,,,cannon_s,Root,Battlecopter_steampunk_projectile,,Battlecopter_steampunk_bomb,,Default,DefaultMenu,DefaultWardrobe,,150,BASIC,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,0,,,,,,20,100
BattleCopter002,Battle Copter,FALSE,TRUE,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Default,DefaultMenu,DefaultWardrobe,,100,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,0,0
BattleCopter003,Battle Copter,FALSE,FALSE,TID_PIRATE_BATTLE_COPTER,image/skin_icons/bc_pirate_dl_opt.ktx,sc3d/battlecopter_pirate_geo_dl_opt.glb,sc3d/battlecopter_pirate_a_dl_opt.ktx,sc3d/battlecopter_pirate_n_dl_opt.ktx,sc3d/battlecopter_pirate_m_dl_opt.ktx,,,,BattleCopterPirateSkin,,10000,225,225,,,Battle Copter Pirate Deploy,Battle Copter Attack Pirate,,,,Battle Copter Hit,Battlecopter_Pirate_Die,,,,BattleCopter Pirate Bomb Blast lvl 1,,,,cannon_front_s,Root,Battlecopter_pirate_projectile,,Battlecopter_pirate_bomb,,Default,DefaultMenu,DefaultWardrobe,,150,BASIC,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,0,,,,,,20,100
BattleCopter004,Battle Copter,FALSE,TRUE,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Default,DefaultMenu,DefaultWardrobe,,100,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,0,0
BattleCopter005,Battle Copter,FALSE,TRUE,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Default,DefaultMenu,DefaultWardrobe,,100,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,0,0
BattleCopter006,Battle Copter,FALSE,TRUE,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Default,DefaultMenu,DefaultWardrobe,,100,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,0,0
BattleCopter007,Battle Copter,FALSE,TRUE,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Default,DefaultMenu,DefaultWardrobe,,100,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,0,0
BattleCopter008,Battle Copter,FALSE,TRUE,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Default,DefaultMenu,DefaultWardrobe,,100,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,0,0
BattleCopter009,Battle Copter,FALSE,TRUE,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Default,DefaultMenu,DefaultWardrobe,,100,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,0,0
BattleCopter010,Battle Copter,FALSE,TRUE,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Default,DefaultMenu,DefaultWardrobe,,100,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,0,0
AnimeChampion,Warrior Princess,FALSE,FALSE,TID_ANIME_CHAMPION,image/skin_icons/rc_anime_dl_opt.ktx,sc3d/royalchampion_anime_geo_dl_opt.glb,sc3d/royalchampion_anime_a_dl_opt.ktx,,,,,,WarriorPrincessAnimeSkin,,10000,225,225,,,RoyalChampion_Anime_Deploy,Warrior Princess Attack,,,,,RoyalChampion_Anime_Die,Champion Ability Effect,,,,,,,L_weapon_01_s,hips_s,RoyalChampion_anime_spear,,RoyalChampion_anime_shield,,Anime,AnimeMenu,AnimeWardrobe,,100,GOLD,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,sc/buildings.sc,skin_shadow_anime_game,0,25,0;1450;3800,0;1700;0,,,,0,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sc/buildings.sc,skin_shadow_anime,0,,,,,,,,
RoyalChampion028,Warrior Princess,FALSE,FALSE,TID_TTRPG_CHAMPION,image/skin_icons/rc_ttrpg_2024_dl_opt.ktx,sc3d/royalchampion_ttrpg_geo_dl_opt.glb,sc3d/royalchampion_ttrpg_a_dl_opt.ktx,sc3d/royalchampion_ttrpg_n_dl_opt.ktx,sc3d/royalchampion_ttrpg_m_dl_opt.ktx,,,,WarriorPrincessTTRPGSkin,,10000,225,225,,,RoyalChampion_TTRPG_Deploy,RoyalChampion_TTRPG_Atk_Proj,,,,,RoyalChampion_TTRPG_Die,RoyalChampion_TTRPG_Ability,,,,,,,L_weapon_01_s,hips_s,RoyalChampion_ttrpg_spear,,RoyalChampion_ttrpg_shield,,Default,DefaultMenu,DefaultWardrobe,,100,LEGENDARY,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,20,100
RoyalChampion029,Warrior Princess,FALSE,FALSE,TID_ICE_CHAMPION,image/skin_icons/rc_ice_dl_opt.ktx,sc3d/royalchampion_ice_geo_dl_opt.glb,sc3d/royalchampion_ice_a_dl_opt.ktx,sc3d/royalchampion_ice_n_dl_opt.ktx,sc3d/royalchampion_ice_m_dl_opt.ktx,sc3d/royalchampion_ice_e_dl_opt.ktx,,,WarriorPrincessIceSkin,,10000,225,225,,,RoyalChampion_Ice_Deploy,,,,,chr_rc_iceSkin_Hit,RoyalChampion_Ice_Die,Champion Ability Effect,,,chr_rc_iceSkin_Hit,,,,spear_s,hips_s,RoyalChampion_iceSkin_Spear,,RoyalChampion_iceSkin_Shield,,Default,DefaultMenu,DefaultWardrobe,,100,GOLD,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,20,100
RoyalChampion030,Warrior Princess,FALSE,FALSE,TID_LNY25_CHAMPION,image/skin_icons/rc_lny25_dl_opt.ktx,sc3d/royalchampion_lny25_geo_dl_opt.glb,sc3d/royalchampion_lny25_a_dl_opt.ktx,sc3d/royalchampion_lny25_n_dl_opt.ktx,sc3d/royalchampion_lny25_m_dl_opt.ktx,sc3d/royalchampion_lny25_e_dl_opt.ktx,,,RoyalChampionLny2025Skin,,10000,225,225,,,RoyalChampion LNY2025 Deploy,,,,,RoyalChampion LNY2025 Hit,,,,,,,,,L_wrist_s,hips_s,RoyalChampion LNY2025 spear,,RoyalChampion LNY2025 shield,,Default,DefaultMenu,DefaultWardrobe,,100,LEGENDARY,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,50,100
RoyalChampion031,Warrior Princess,FALSE,TRUE,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Default,DefaultMenu,DefaultWardrobe,,100,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,0,0
RoyalChampion032,Warrior Princess,FALSE,TRUE,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Default,DefaultMenu,DefaultWardrobe,,100,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,0,0
RoyalChampion033,Warrior Princess,FALSE,TRUE,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Default,DefaultMenu,DefaultWardrobe,,100,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,0,0
RoyalChampion034,Warrior Princess,FALSE,TRUE,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Default,DefaultMenu,DefaultWardrobe,,100,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,0,0
RoyalChampion035,Warrior Princess,FALSE,TRUE,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Default,DefaultMenu,DefaultWardrobe,,100,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,0,0
RoyalChampion036,Warrior Princess,FALSE,TRUE,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Default,DefaultMenu,DefaultWardrobe,,100,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,0,0
RoyalChampion037,Warrior Princess,FALSE,TRUE,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Default,DefaultMenu,DefaultWardrobe,,100,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,0,0
RoyalChampion038,Warrior Princess,FALSE,TRUE,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Default,DefaultMenu,DefaultWardrobe,,100,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,0,0
RoyalChampion039,Warrior Princess,FALSE,TRUE,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Default,DefaultMenu,DefaultWardrobe,,100,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,0,0
RoyalChampion040,Warrior Princess,FALSE,TRUE,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Default,DefaultMenu,DefaultWardrobe,,100,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,0,0
PetFennecDefault,Phase Fennec,TRUE,FALSE,,image/skin_icons/bk_original.ktx,sc3d/fennec_default_geo.glb,sc3d/fennec_default_a.ktx,sc3d/fennec_default_n.ktx,sc3d/fennec_default_m.ktx,,,,FennecDefault,,10000,225,225,,,Barky Fennec Deploy,,,,,,,,,,,,,,,hips_s,,,,,Default,DefaultMenu,DefaultWardrobe,,60,DEFAULT,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,20,100
RageJellyDefault,Angry Jelly,TRUE,FALSE,,image/skin_icons/bk_original.ktx,sc3d/ragejelly_default_geo.glb,sc3d/ragejelly_default_a.ktx,sc3d/ragejelly_default_n.ktx,sc3d/ragejelly_default_m.ktx,,,,RageJellyDefault,,10000,225,225,,,RageJelly Deploy,,,,,,,,,,,,,,rootPart2_s,hip_s,,,,,Default,DefaultMenu,DefaultWardrobe,,80,DEFAULT,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,sc/buildings.sc,simple_shadow_small,127,0,,,,,,20,100
BuilderApprenticeMenu,,TRUE,FALSE,TID_APPRENTICEBUILDER_KING,image/skin_icons/bk_original.ktx,sc3d/apprenticebuilder_default_geo.glb,sc3d/apprenticebuilder_default_a.ktx,sc3d/apprenticebuilder_default_n.ktx,sc3d/apprenticebuilder_default_m.ktx,,,,ApprenticeBuilderMenuSkin,,10000,225,225,,,,,,,,,,,,,,,,,,hips_s,,,,,Default,DefaultMenu,DefaultWardrobe,,65,DEFAULT,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,0;1450;3800,0;650;0,,,,20,100
AnimeKing,Barbarian King,FALSE,FALSE,TID_ANIME_KING,image/skin_icons/bk_anime_dl_opt.ktx,sc3d/barbking_anime_geo_dl_opt.glb,sc3d/barbking_anime_a_dl_opt.ktx,sc3d/barbking_anime_n_dl_opt.ktx,,sc3d/barbking_anime_e_dl_opt.ktx,,,BarbarianKingAnimeSkin,,10000,225,225,,,BarbKing_Anime_Deploy,Barbarian King Attack,,,,,BarbKing_Anime_Die,King Ability Effect,,,,,,,,hips_s,,,,,Anime,AnimeMenu,AnimeWardrobe,,100,LEGENDARY,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,sc/buildings.sc,skin_shadow_anime_game,0,25,0;1500;4300,-200;1600;0,,,,0,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sc/buildings.sc,skin_shadow_anime,0,,,,,,,,
BarbarianKing043,Barbarian King,FALSE,FALSE,TID_TTRPG_KING,image/skin_icons/bk_ttrpg_2024_dl_opt.ktx,sc3d/barbking_ttrpg_geo_dl_opt.glb,sc3d/barbking_ttrpg_a_dl_opt.ktx,sc3d/barbking_ttrpg_n_dl_opt.ktx,sc3d/barbking_ttrpg_m_dl_opt.ktx,,,,BarbarianKingTTRPGSkin,,10000,225,225,,,BarbKing_TTRPG_Deploy,BarbKing_TTRPG_Atk_VFX,,,,,BarbKing_TTRPG_Die,King Ability Effect,,,,,,,axe_s,hips_s,,,,,Default,DefaultMenu,DefaultWardrobe,,100,LEGENDARY,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,0;1700;3800,0;1600;0,,,,20,100
BarbarianKing044,Barbarian King,FALSE,FALSE,TID_CLASHOWEEN_KING,image/skin_icons/bk_clashoween24_dl_opt.ktx,sc3d/barbking_clashoween_geo_dl_opt.glb,sc3d/barbking_clashoween_a_dl_opt.ktx,sc3d/barbking_clashoween_n_dl_opt.ktx,sc3d/barbking_clashoween_m_dl_opt.ktx,sc3d/barbking_clashoween_e_dl_opt.ktx,,,BarbarianKingClashoweenSkin,,10000,225,225,,,BarbKing_Clashoween24_Deploy,BarbKing_Clashoween24_Atk_VFX,,,,,BarbKing_Clashoween24_Die,King Ability Effect,,,,,,,sword_s,hips_s,,,,,Default,DefaultMenu,DefaultWardrobe,,100,LEGENDARY,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,0;1700;4300,-100;1600;0,,,,20,100
BarbarianKing045,Barbarian King,FALSE,FALSE,TID_TH17_KING,image/skin_icons/bk_judgement_dl_opt.ktx,sc3d/barbking_th17_geo_dl_opt.glb,sc3d/barbking_th17_a_dl_opt.ktx,sc3d/barbking_th17_n_dl_opt.ktx,sc3d/barbking_th17_m_dl_opt.ktx,,,,BarbarianKingTH17Skin,,10000,225,225,,,BarbKing_Judgement_Deploy,BarbKing_Judgement_Atk_VFX,,,,,BarbKing_Judgement_Die,King Ability Effect,,,,,,,horsestaff_s,hips_s,,,,,Default,DefaultMenu,DefaultWardrobe,,100,GOLD,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,0;1700;4800,0;1700;0,,,,20,100
BarbarianKing046,Barbarian King,FALSE,FALSE,TID_CLASHMAS_KING,image/skin_icons/bk_toy_dl_opt.ktx,sc3d/barbking_clashmas_geo_dl_opt.glb,sc3d/barbking_clashmas_a_dl_opt.ktx,sc3d/barbking_clashmas_n_dl_opt.ktx,sc3d/barbking_clashmas_m_dl_opt.ktx,,,,BarbarianKingClashmasSkin,,10000,225,225,,,BarbKing_Clashmas24_Deploy,Barbarian King Attack,,,,Toy Barbarian King Hit,BarbKing_Clashmas24_Die,King Ability Effect,,,,,,,,hips_s,,,,,Default,DefaultMenu,DefaultWardrobe,,100,LEGENDARY,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,0;1700;3800,0;1500;0,,,,20,100
BarbarianKing047,Barbarian King,FALSE,FALSE,TID_FIRE_KING,image/skin_icons/bk_fire_dl_opt.ktx,sc3d/barbking_fire_geo_dl_opt.glb,sc3d/barbking_fire_a_dl_opt.ktx,sc3d/barbking_fire_n_dl_opt.ktx,sc3d/barbking_fire_m_dl_opt.ktx,sc3d/barbking_fire_e_dl_opt.ktx,,,BarbarianKingFireSkin,,10000,225,225,,,BarbKing_Fire_Deploy,Barbarian King Attack,,,,chf_bk_fireskin_Hit,BarbKing_Fire_Die,King Ability Effect,,,,,,,,hips_s,,,,,Default,DefaultMenu,DefaultWardrobe,,100,LEGENDARY,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,0;1450;4600,0;1850;0,,,,20,100
BarbarianKing048,Barbarian King,FALSE,FALSE,TID_LNY25_KING,image/skin_icons/bk_lny25_dl_opt.ktx,sc3d/barbking_lny25_geo_dl_opt.glb,sc3d/barbking_lny25_a_dl_opt.ktx,sc3d/barbking_lny25_n_dl_opt.ktx,sc3d/barbking_lny25_m_dl_opt.ktx,sc3d/barbking_lny25_e_dl_opt.ktx,,,BarbarianKingLny2025Skin,,10000,225,225,,,BarbarianKing LNY2025 Deploy,,,,,BarbarianKing LNY2025 Hit,,King Ability Effect,,,,,,,R_wrist_s,,,,,BarbarianLny2025,Default,DefaultMenu,DefaultWardrobe,,100,LEGENDARY,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,0;1450;3800,0;1550;0,,,,20,100
BarbarianKing049,Barbarian King,FALSE,TRUE,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Default,DefaultMenu,DefaultWardrobe,,100,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,0,0
BarbarianKing050,Barbarian King,FALSE,TRUE,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Default,DefaultMenu,DefaultWardrobe,,100,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,0,0
BarbarianKing051,Barbarian King,FALSE,TRUE,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Default,DefaultMenu,DefaultWardrobe,,100,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,0,0
BarbarianKing052,Barbarian King,FALSE,TRUE,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Default,DefaultMenu,DefaultWardrobe,,100,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,0,0
BarbarianKing053,Barbarian King,FALSE,TRUE,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Default,DefaultMenu,DefaultWardrobe,,100,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,0,0
BarbarianKing054,Barbarian King,FALSE,TRUE,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Default,DefaultMenu,DefaultWardrobe,,100,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,0,0
BarbarianKing055,Barbarian King,FALSE,TRUE,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Default,DefaultMenu,DefaultWardrobe,,100,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,0,0
BarbarianKing056,Barbarian King,FALSE,TRUE,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Default,DefaultMenu,DefaultWardrobe,,100,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,0,0
BarbarianKing057,Barbarian King,FALSE,TRUE,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Default,DefaultMenu,DefaultWardrobe,,100,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,0,0
BarbarianKing058,Barbarian King,FALSE,TRUE,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Default,DefaultMenu,DefaultWardrobe,,100,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,0,0
BarbarianKing059,Barbarian King,FALSE,TRUE,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Default,DefaultMenu,DefaultWardrobe,,100,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,0,0
BarbarianKing060,Barbarian King,FALSE,TRUE,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Default,DefaultMenu,DefaultWardrobe,,100,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,0,0
ArcherQueen041,Archer Queen,FALSE,FALSE,TID_CLASHMAS_QUEEN,image/skin_icons/aq_toy_dl_opt.ktx,sc3d/archerqueen_clashmas_geo_dl_opt.glb,sc3d/archerqueen_clashmas_a_dl_opt.ktx,sc3d/archerqueen_clashmas_n_dl_opt.ktx,sc3d/archerqueen_clashmas_m_dl_opt.ktx,,,,ArcherQueenClashmasSkin,,10000,225,225,,,ArcherQueen_Clashmas24_Deploy,ArcherQueen Attack,,,,,ArcherQueen_Clashmas24_Die,Queen Ability Effect,,,,,,,rocket_s,hips_s,ArcherQueen Toy arrow,ArcherQueen Toy arrow rage,ArcherQueen Toy arrow,,Default,DefaultMenu,DefaultWardrobe,,100,GOLD,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,20,100
ArcherQueen042,Archer Queen,FALSE,FALSE,TID_FIRE_QUEEN,image/skin_icons/aq_fire_dl_opt.ktx,sc3d/archerqueen_fire_geo_dl_opt.glb,sc3d/archerqueen_fire_a_dl_opt.ktx,sc3d/archerqueen_fire_n_dl_opt.ktx,sc3d/archerqueen_fire_m_dl_opt.ktx,sc3d/archerqueen_fire_e_dl_opt.ktx,sc/hero_aq_firetexture_dl_opt.sc,vfx_chr_aqfire_hair,ArcherQueenFireSkin,,10000,225,225,,,ArcherQueen_Fire_Deploy,ArcherQueen Attack,,,,chf_aq_fireskin_Hit,ArcherQueen_Fire_Die,Queen Ability Effect,,,,,,,spear_s,hips_s,ArcherQueenFire_Arrow,ArcherQueenFire_Arrow,ArcherQueenFire_Arrow,,Default,DefaultMenu,DefaultWardrobe,,100,LEGENDARY,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,0;1450;4600,0;1250;0,,35,,20,100
ArcherQueen043,Archer Queen,FALSE,FALSE,TID_LNY25_QUEEN,image/skin_icons/aq_lny25_dl_opt.ktx,sc3d/archerqueen_lny25_geo_dl_opt.glb,sc3d/archerqueen_lny25_a_dl_opt.ktx,sc3d/archerqueen_lny25_n_dl_opt.ktx,sc3d/archerqueen_lny25_m_dl_opt.ktx,sc3d/archerqueen_lny25_e_dl_opt.ktx,,,ArcherQueenLny2025Skin,,10000,225,225,,,ArcherQueen LNY2025 Deploy,,,,,ArcherQueen LNY2025 Hit,,,,,,,,,Wrist_L,,ArcherQueen LNY2025 arrow,ArcherQueen LNY2025 arrow rage,,ArcherQueenLny2025,Default,DefaultMenu,DefaultWardrobe,,100,LEGENDARY,,,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,20,100
ArcherQueen044,Archer Queen,FALSE,TRUE,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Default,DefaultMenu,DefaultWardrobe,,100,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,0,0
ArcherQueen045,Archer Queen,FALSE,TRUE,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Default,DefaultMenu,DefaultWardrobe,,100,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,0,0
ArcherQueen046,Archer Queen,FALSE,TRUE,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Default,DefaultMenu,DefaultWardrobe,,100,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,0,0
ArcherQueen047,Archer Queen,FALSE,TRUE,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Default,DefaultMenu,DefaultWardrobe,,100,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,0,0
ArcherQueen048,Archer Queen,FALSE,TRUE,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Default,DefaultMenu,DefaultWardrobe,,100,,,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,0,,,,,,0,0
