TID,PL
TID_BUTTON_CONFLICTING_ACCOUNT_NO,"Nie, użyj poprzedniego."
TID_BUTTON_CONFLICTING_ACCOUNT_YES,"Tak, zmień na to konto."
TID_BUTTON_COOKBOOK_RECIPE_SAVE,Zapisz
TID_BUTTON_CREATE_PRESET,Utwórz
TID_BUTTON_CREATE_SPELL,Uwarz
TID_BUTTON_CUSTOMIZE_BUILDING,Dostosuj
TID_BUTTON_CYCLE_SEASONAL_ARCHETYPE,Rotacja obrony
TID_BUTTON_DISABLED_GAMES_ENDING_SOON,Wkrótce koniec!
TID_BUTTON_DISABLED_PICK_ALL_REWARDS,Wybierz nagrodę z każdego odblokowanego progu.
TID_BUTTON_DISABLED_PICK_A_REWARD,Wybierz nagrodę z odblokowanego progu nagród.
TID_BUTTON_DISABLED_RESOURCE_REWARD_WOULD_OVERFLOW,Masz za mało miejsca w skarbcu na: <reward>.\nZwolnij miejsce lub wybierz inną nagrodę.
TID_BUTTON_DISABLED_REWARD_WOULD_OVERFLOW,Masz za mało miejsca w magazynie na: <reward>.\nZwolnij miejsce lub wybierz inną nagrodę.
TID_BUTTON_DISABLE_TUTORIAL,Wyjdź z samouczka
TID_BUTTON_DONE,Gotowe
TID_BUTTON_EDIT,Edytuj wojsko
TID_BUTTON_EDIT_CLAN_SETTINGS,Edytuj ustawienia klanu
TID_BUTTON_EDIT_PRESET,Edytuj
TID_BUTTON_EDIT_TAG,Etykiety
TID_BUTTON_ENABLE_TUTORIAL,Zagraj w samouczek
TID_BUTTON_ENERGIZE,Ulecz
TID_BUTTON_EQUIP,Wyposaż
TID_BUTTON_FBPAGE,Aktualności
TID_BUTTON_FIGHT,Start!
TID_BUTTON_FIND_NOW,Znajdź teraz
TID_BUTTON_FREE,ZA DARMO
TID_BUTTON_GEAR_UP,Modyfikuj
TID_BUTTON_GENERATE_CODE,Kod łączenia
TID_BUTTON_GENERATE_CODE_TEXT,Przenieś swoją Osadę do innego sklepu z aplikacjami na Androidzie. Przeniesienie Osady ochroni Twoje dane.
TID_BUTTON_GENERATE_CODE_TITLE,Przenieś konto
TID_BUTTON_GET_GIFT,Odbierz prezent
TID_BUTTON_GLOBAL_HIGHSCORE,Globalnie
TID_BUTTON_GO,Ruszaj
TID_BUTTON_GUIDE,Przewodnik
TID_BUTTON_HELP_CENTER,Więcej pomocy
TID_BUTTON_HERO_PATROL,Straż
TID_BUTTON_HERO_SLEEP,Sen
TID_BUTTON_HOME,Do Osady
TID_BUTTON_INFO,Informacje
TID_BUTTON_JOIN,Dołącz
TID_BUTTON_LEAGUE_OVERVIEW,Podsumowanie ligi
TID_BUTTON_LEAGUE_RANKING,Ranking ligowy
TID_BUTTON_LOAD,Załaduj
TID_BUTTON_LOCAL_HIGHSCORE,Lokalnie
TID_BUTTON_LOGIN,Zaloguj się
TID_BUTTON_NEXT_LEVEL,Następny poziom!
TID_BUTTON_NOTE,Notatka
TID_BUTTON_OK,OK
TID_BUTTON_OKAY,OK
TID_BUTTON_OPEN_LABORATORY,Otwórz laboratorium
TID_BUTTON_PET_SHOP,Zwierzęta
TID_BUTTON_PLAY,Graj
TID_BUTTON_PROCEED,Dalej
TID_BUTTON_RAID,Najazd
TID_BUTTON_RANKED_SIGNUP,Zapisz się
TID_BUTTON_RANKED_SIGNUP_CONFIRM,Zapisz mnie!
TID_BUTTON_RATE_APP_LATER,Później
TID_BUTTON_RATE_APP_NEVER,Nigdy
TID_BUTTON_RATE_APP_REVIEW,Oceń
TID_BUTTON_RECRUIT_MEMBERS,Rekrutuj członków
TID_BUTTON_REJECT,Odrzuć
TID_BUTTON_REPAIR,Odbuduj
TID_BUTTON_REPAIR_TRAP,Ponownie uzbrój
TID_BUTTON_REPAIR_TRAP_ALL,Ponownie uzbrój wszystko
TID_BUTTON_REPLAY,Powtórka
TID_BUTTON_REQUEST_TROOPS,Poproś
TID_BUTTON_RESET_NOW,Zdobądź więcej teraz
TID_BUTTON_RETRY,Spróbuj ponownie
TID_BUTTON_RETURN_TO_WAR,Mapa wojny
TID_BUTTON_ROTATE,Obróć
TID_BUTTON_ROTATE_MORE,Obróć
TID_BUTTON_SAVE_CURRENT_RECIPE,Zapisz aktualną recepturę
TID_BUTTON_SAVE_PRESET,Zapisz
TID_BUTTON_SCENERY,Zmień scenerię
TID_BUTTON_SEASONAL_ARCHETYPE_INFO,Info / Ulepsz
TID_BUTTON_SELECT,Start!
TID_BUTTON_SELECT_MORE,Zaznacz rząd
TID_BUTTON_SELECT_SKIN,Wybierz
TID_BUTTON_SELL,Sprzedaj
TID_BUTTON_SEND,Wyślij
TID_BUTTON_SEND_AWAY_MASTERBUILDER,Podróżuj
TID_BUTTON_SEND_WAR_SIGNUP,Wyślij zapis do wojny
TID_BUTTON_SET,Potwierdź
TID_BUTTON_SETTINGS_CHEST_DROPRATES,Szanse na nagrody ze skrzyni
TID_BUTTON_SHARE_LAYOUT_CHAT,Udostępnij w czacie klanu
TID_BUTTON_SHARE_LAYOUT_LINK,Udostępnij jako link
TID_BUTTON_SHOP,Sklep
TID_BUTTON_SIGN_IN,Zaloguj się
TID_BUTTON_SKIP,Pomiń
TID_BUTTON_SPEEDUP,Zakończ teraz
TID_BUTTON_SPEED_UP_REQUEST_TROOPS,Poproś teraz
TID_BUTTON_START_MATCHMAKE,Znajdź teraz
TID_BUTTON_STATS,Statystyki
TID_BUTTON_STORE_DECO,Schowek
TID_BUTTON_SWAP,Zmień
TID_BUTTON_SWAP_SKIN,Zmień przebranie
TID_BUTTON_TAB_LOAD_ARMY,Użyj wojska
TID_BUTTON_TIMER_AVAILABLE_IN,Dostępne za:
TID_BUTTON_TRADE,Wymień
TID_BUTTON_TRAIN,Trenuj oddziały
TID_BUTTON_TRAINING_ADD_CC,Dodaj
TID_BUTTON_TRAINING_CREATE_NEW_PRESET,Utwórz nowe
TID_BUTTON_TRAIN_ALL,Trenuj wszystkich
TID_BUTTON_TRAIN_PRESET,Trenuj
TID_BUTTON_TRAIN_PRESETS,Szybki trening
TID_BUTTON_TRAIN_PRESET_INSTANT,Natychmiastowy trening
TID_BUTTON_TREASURY,Skarbiec
TID_BUTTON_TREASURY2,Przedmioty magiczne
TID_BUTTON_TRY_AGAIN,Zagraj ponownie
TID_BUTTON_UPGRADE,Ulepsz
TID_BUTTON_UPGRADE_MINI_LEVEL,Doładowanie!
TID_BUTTON_UPGRADE_MODULE_ONE,Ulepsz moduł pierwszy
TID_BUTTON_UPGRADE_MODULE_THREE,Ulepsz moduł trzeci
TID_BUTTON_UPGRADE_MODULE_TWO,Ulepsz moduł drugi
TID_BUTTON_UPGRADE_SELECTION,Wybierz ulepszenie
TID_BUTTON_UPGRADE_TROOPS,Badaj
TID_BUTTON_UPGRADE_WEAPON,Ulepsz broń
TID_BUTTON_USE,Użyj
TID_BUTTON_USE_FILL_STORAGE_BOOSTER,Wypełnij
TID_BUTTON_USE_PRESET,Użyj
TID_BUTTON_VIEW,Zobacz
TID_BUTTON_VIEW_SKIN,Zobacz przebranie
TID_BUTTON_VILLAGERS,Uczeń Budowniczego
TID_BUTTON_VILLAGE_LOAD,Wczytaj
TID_BUTTON_WAR_ATTACK_CONFIRM_ATTACK,Atakuj
TID_BUTTON_WATCH,Obejrzyj
TID_BUTTON_WATCH_EXCL,Obejrzyj
TID_BUTTON_WATCH_REPLAY,Obejrzyj powtórkę
TID_BUY_BUILDING_COMING_SOON,<target> już wkrótce.
TID_BUY_GUARD_HEADER,Kupić straż?
TID_BUY_LAYOUT_SLOT_HEADER,Nowe miejsce?
TID_BUY_LAYOUT_SLOT_TEXT,Na pewno chcesz kupić nowe miejsce na układ?
TID_BUY_MISSING_RESOURCES_HEADER,Potrzebujesz więcej: <resource>
TID_BUY_MISSING_RESOURCES_HEADER_TWO,Potrzebujesz więcej zasobów
TID_BUY_MISSING_RESOURCES_TEXT,Dokupić: <resource> (<count>)?
TID_BUY_MISSING_RESOURCES_TEXT_TWO,Dokupić: <resource> (<count>) i <resource2> (<count2>)?
TID_BUY_MULTIPLE_BOOSTERS,<name> (<amount>)
TID_BUY_MULTIPLE_MISSING_RESOURCES_HEADER,Potrzebujesz więcej zasobów
TID_BUY_MULTIPLE_MISSING_RESOURCES_TEXT_N2,Dokup: <resource1> (<count1>) i <resource2> (<count2>)
TID_BUY_MULTIPLE_MISSING_RESOURCES_TEXT_N3,"Dokupić: <resource1> (<count1>), <resource2> (<count2>) i <resource3> (<count3>)?"
TID_BUY_PREV_SLOT_FIRST,Najpierw kup poprzednie miejsce
TID_BUY_PRIZE_SHOP_ITEM_HEADER,Kupić: <item>?
TID_BUY_PRIZE_SHOP_ITEM_MULTI_HEADER,Kupić: <num> x <item>?
TID_BUY_PRIZE_SHOP_ITEM_MULTI_TEXT,Na pewno chcesz kupić: <num> x <item>?
TID_BUY_PRIZE_SHOP_ITEM_TEXT,Na pewno chcesz kupić: <item>?
TID_BUY_RESOURCES_STORAGE_FULL,W magazynie nie ma miejsca na wszystkie: <item>.\nCzy chcesz kupić tylko: <item> (<num>)?
TID_BUY_RESOURCE_PACK_HEADER,Kupić: <resource>?
TID_BUY_RESOURCE_PACK_TEXT,Chcesz kupić: <resource> (<count>)?
TID_BUY_SHIELD,Kup tarczę
TID_BUY_SHIELD_HEADER,Kupić tarczę?
TID_BUY_SHIELD_TEXT,Chcesz kupić: <name>?
TID_BUY_SHIELD_WHILE_GUARDED_TEXT,Na pewno chcesz kupić: <name>? \n<cff0000>UWAGA: to zniweluje aktywną straż</c>
TID_CADPA,《部落冲突》适龄提示：\n1）本游戏是一款战争策略类游戏，适用于年满12周岁及以上的用户，建议未成年人在家长监护下使用游戏产品。\n2）本游戏以荒蛮原始的孤岛为背景，讲述了原始部落为生存而相互抗争的故事，涉及的情节、环境、场景均为虚构，不会与现实生活相混淆。游戏玩法基于一定难度的思维判断，设有竞技对抗比赛，鼓励玩家提升和挑战自我。游戏中有基于文字和语音的陌生人社交系统。\n3）根据国家相关要求，游戏中有用户实名认证系统，未通过实名认证的用户不可进入游戏；认证为未成年人的用户除周五、周六、周日及法定节假日每日20时至21时外其他时间均不可进入游戏。\n游戏中部分玩法和道具需要付费。根据腾讯健康系统管理规定，认证为未成年人的用户将接受以\n管理：\n未满12周岁的用户不能付费；12周岁以上未满16周岁的未成年人用户，单次充值金额不得超过50元人民币，每月充值金额累计不得超过200元人民币；16周岁以上的未成年人用户，单次充值金额不得超过100元人民币，每月充值金额累计不得超过400元人民币。\n4）本游戏内所包含的对抗玩法需要玩家进行策略规划和推理判断，有助于帮助玩家提升逻辑思维能力。游戏设有需组队进行的大型团队任务和比赛，鼓励玩家互相配合完成比赛，有助于培养玩家的团队协作能力。游戏提供了丰富的社交系统，包括好友、公会等，玩家之间可以互相交流，互相配合，共同完成游戏任务，有助于促进玩家的社会交流，维持良好的社群关系。
TID_CAMP_FIRE_DECO,Ognisko goblinów
TID_CANCEL,Anuluj
TID_CANCELLING,Anulowanie
TID_CANCEL_BOOST_CONFIRMATION,Ulepszenie zakończy wzmocnienie. Chcesz ulepszyć?
TID_CANCEL_BOOST_CONFIRMATION_TITLE,Skończyć wzmocnienie?
TID_CANCEL_CREATOR_SUPPORT_BUTTON,Przestań wspierać
TID_CANCEL_FRIENDLY_WAR_HEADER,Odrzucić wyzwanie?
TID_CANCEL_FRIENDLY_WAR_SENDER_HEADER,Anulować wyzwanie?
TID_CANCEL_FRIENDLY_WAR_SENDER_TEXT,Chcesz anulować wyzwanie do przyjacielskiej potyczki?
TID_CANCEL_FRIENDLY_WAR_TEXT,Odrzucić wyzwanie do przyjacielskiej potyczki? Nowe wyzwania od tego klanu będą przez jakiś czas zablokowane.
TID_CANCEL_HERO_BOOST_CONFIRMATION,Ulepszenie herosa zakończy wzmocnienie. Chcesz ulepszyć?
TID_CANCEL_WAR_ARRANGED_MATCHMAKING_CONFIRMATION_TEXT,Na pewno anulować wyzwanie do przyjacielskiej potyczki?
TID_CANCEL_WAR_ARRANGED_MATCHMAKING_CONFIRMATION_TITLE,Anulować wyzwanie?
TID_CANCEL_WAR_MATCHMAKING_CONFIRMATION_TEXT,"Zatrzymanie i zrestartowanie wyszukiwania nie skróci czasu wyszukiwania, a może je wydłużyć. Na pewno chcesz zatrzymać?"
TID_CANCEL_WAR_MATCHMAKING_CONFIRMATION_TITLE,Zatrzymać wyszukiwanie?
TID_CANCLE_SPELL_INFO,Uwaga: usunięcie zaklęć z kolejki zwraca tylko <number>% kosztu.
TID_CANCLE_TRAINING_INFO,Uwaga: usunięcie oddziałów z kolejki zwraca tylko <number>% kosztu.
TID_CANNON2_INFO,"Kultowa obrona naziemna, bardzo wytrzymała. Ulubieniec Mistrza Budowniczego."
TID_CANNON2_INFO_SHORT,"Powrót klasyka. Po co naprawiać coś, co działa?"
TID_CANNON_ABILITY_HELP,Działo strzela po zniszczeniu wozu. Jego pociski zadają tymczasowe obrażenia (<num>).
TID_CANNON_ABILITY_NAME,Ostatnia linia obrony
TID_CANNON_CART_MORTAR_MODE,Tryb moździerza
TID_CANNON_CART_MORTAR_MODE_UPGRADE_INFO,W trybie moździerza zwiększa obrażenia od ataku do <num>
TID_CANNOT_ADD_MEMBER_TO_WAR_COOLDOWN,Ten gracz nie kwalifikuje się do wojny
TID_CANNOT_SWITCH_TO_ACCOUNT_WITHOUT_SUPERCELL_ID,"Odnaleziono osadę wodza <name> z ratuszem poz. <number>. Wczytaj ją, logując się przez Supercell ID."
TID_CANNOT_SWITCH_TO_ACCOUNT_WITHOUT_TENCENT_ID,"Odnaleziono osadę wodza <name> z ratuszem poz. <number>. Wczytać ją, logując się przez zarejestrowane konto WeChat lub QQ?"
TID_CANT_SIGNUP,Nie możesz się teraz zapisać
TID_CANT_SIGN_UP_RAID_NO_ARMY,"Rozwiń halę stołeczną do poz. 2., by brać udział w weekendach najazdów."
TID_CANT_START_PVP_VILLAGE_EDIT_OPEN,Najpierw zamknij widok edycji Osady
TID_CAN_COPY_ONLY_SAME_BH_TO_YOUR_OWN,"Nie można skopiować układu, jeśli poziom pracowni Budowniczego nie jest taki jak Twój."
TID_CAN_COPY_ONLY_SAME_CH_TO_YOUR_OWN,"Nie można skopiować układu, jeśli poziom hali stołecznej nie jest taki jak Twój."
TID_CAN_COPY_ONLY_SAME_DH_TO_YOUR_OWN,"Nie można skopiować układu, jeśli poziom hali dystryktu nie jest taki jak Twój."
TID_CAN_COPY_ONLY_TH_CLOSER_TO_YOUR_OWN,Nie można skopiować układu z ratuszem o poziom niższym lub wyższym od Twojego.
TID_CAPACITY_LEFT_INDICATOR_TEXT,Pozostało
TID_CAPBUILD_AIRBOMBS,Bomby powietrzne
TID_CAPBUILD_AIRBOMBS_INFO,Bomby powietrzne świetnie się sprawdzają w walce z ciężkimi latającymi wrogami. Nieskończony zapas wybuchowych beczek strzela w powietrze i rozprawia się z latającymi przeciwnikami.
TID_CAPBUILD_AIR_DEFENSE,Obrona powietrzna
TID_CAPBUILD_AIR_DEFENSE_INFO,"Ta wieża jest zabójcza dla latających wrogów, ale nie wyrządzi szkody wrogom znajdującym się na ziemi. Ustaw ją tak, by była jak najskuteczniejsza."
TID_CAPBUILD_ARMY_FIELD_INFO,"Przyjemny teren dla wojska klanu, na którym można odpocząć i poczekać na akcję. Można ulepszyć, by zwiększyć liczbę miejsc na jednostki."
TID_CAPBUILD_BARRACKS_ARCHER,Koszary podstępnych łuczniczek
TID_CAPBUILD_BARRACKS_ARCHER_INFO,Poligon podstępnych łuczniczek. Uwaga na ostre i podstępne obiekty latające.
TID_CAPBUILD_BARRACKS_BALLOON,Koszary balonów rakietowych
TID_CAPBUILD_BARRACKS_BALLOON_INFO,"Nie ma czasu na BHP, gdy trzeba budować balony rakietowe. Jedyna zasada: BYLE SZYBCIEJ!"
TID_CAPBUILD_BARRACKS_BARBARIAN,Koszary superbarbarzyńców
TID_CAPBUILD_BARRACKS_BARBARIAN_INFO,Teren sparingowy barbarzyńców. O zapachu brawury i potu.
TID_CAPBUILD_BARRACKS_BATTLERAM,Koszary taranów
TID_CAPBUILD_BARRACKS_BATTLERAM_INFO,Zmieści się tutaj mnóstwo taranów.
TID_CAPBUILD_BARRACKS_CANNONCART,Koszary wozu najazdu
TID_CAPBUILD_BARRACKS_CANNONCART_INFO,"Warsztat wozów najazdu. Wiadomo, jak składane są wozy. Ale skąd biorą się tam barbarzyńcy?"
TID_CAPBUILD_BARRACKS_DRAGON,Koszary supersmoków
TID_CAPBUILD_BARRACKS_DRAGON_INFO,"Drewno to raczej nie jest najlepszy materiał na dom dla smoków. To cud, że budynek nie stanął jeszcze w ogniu."
TID_CAPBUILD_BARRACKS_GIANT,Koszary supergigantów
TID_CAPBUILD_BARRACKS_GIANT_INFO,Dom supergigantów. Sprzęt treningowy leży dosłownie wszędzie.
TID_CAPBUILD_BARRACKS_HOG_RIDER,Koszary wieprzowych jeźdźców
TID_CAPBUILD_BARRACKS_HOG_RIDER_INFO,"Wydobywają się z niego nieustające okrzyki. Przypuszczam, że jeźdźcy i lotniarze cieszą się na swój widok."
TID_CAPBUILD_BARRACKS_INFERNO_DRAGON,Koszary smoków inferno
TID_CAPBUILD_BARRACKS_INFERNO_DRAGON_INFO,"Fajne miejsce na spotkania smoków inferno. Stworzone z najbardziej ognioodpornych materiałów, jakie znalazł Wielki Budowniczy."
TID_CAPBUILD_BARRACKS_MEGAAIR,Plac latającej fortecy
TID_CAPBUILD_BARRACKS_MEGAAIR_INFO,"Plac budowy latającej fortecy. Wysoko w górach. Może budowniczy miał wątpliwości, czy forteca poleci."
TID_CAPBUILD_BARRACKS_MEGAGROUND,Kamieniołom górskich golemów
TID_CAPBUILD_BARRACKS_MEGAGROUND_INFO,"Gigantyczna dziura w ziemi w kształcie golema. Miejmy nadzieję, że nie trzeba za każdym razem robić nowej."
TID_CAPBUILD_BARRACKS_MEGAPEKKA,Koszary mocnych P.E.K.K
TID_CAPBUILD_BARRACKS_MEGAPEKKA_INFO,Jak na litość wszystkiego mieści się tu mocna P.E.K.K.A? W kawałkach?
TID_CAPBUILD_BARRACKS_MEGA_SPARKY,Warsztat megaelektromiotu
TID_CAPBUILD_BARRACKS_MEGA_SPARKY_INFO,"Tu pioruny strzelają w szklane kule, by powołać megaelektromiot do życia. Wystarczy, by przechodzącym obok włosy stanęły dęba."
TID_CAPBUILD_BARRACKS_MINION,Koszary minionów
TID_CAPBUILD_BARRACKS_MINION_INFO,Dzięki nowym metodom nasze miniony latają teraz w hordach.
TID_CAPBUILD_BARRACKS_SKELETON_BARREL,Koszary beczek szkieletów
TID_CAPBUILD_BARRACKS_SKELETON_BARREL_INFO,To właściwie warsztat bednarski z cmentarzem obok. Prowadzi go sprzedawca balonów.
TID_CAPBUILD_BARRACKS_SUPER_DRAGON,Koszary supersmoków
TID_CAPBUILD_BARRACKS_SUPER_DRAGON_INFO,"Drewno to raczej nie jest najlepszy materiał na dom dla smoków. To cud, że budynek nie stanął jeszcze w ogniu."
TID_CAPBUILD_BARRACKS_SUPER_MINER,Koszary supergórników
TID_CAPBUILD_BARRACKS_SUPER_MINER_INFO,Miejsce spotkań supergórników o ziemistym zapachu wzbogaconym nutą oleju do wiertła.
TID_CAPBUILD_BARRACKS_WIZARD,Koszary supermagów
TID_CAPBUILD_BARRACKS_WIZARD_INFO,"Wyglądają jak koszary supermagów, ale ciężko stwierdzić na pewno, bo ciągłe wybuchy nie zachęcają do zwiedzania."
TID_CAPBUILD_BLAST_BOW,Turbokusza
TID_CAPBUILD_BLAST_BOW_INFO,Dzięki turbokuszy otrzymaliśmy odpowiedź na zadawane od wieków pytanie: jak bardzo niebezpieczne byłyby bełty wielkości pnia drzewa? Bez niespodzianki: bardzo niebezpieczne.
TID_CAPBUILD_BOMBTOWER,Wieża bombowa
TID_CAPBUILD_BOMBTOWER_INFO,"Wieża bombowa zrzuca bomby na okoliczne oddziały naziemne. Gdy zostaje zniszczona, odchodzi z hukiem. Jednostki walki w zwarciu lepiej trzymajcie się z daleka!"
TID_CAPBUILD_CANNON,Działo
TID_CAPBUILD_CANNON_INFO,"To działo może i nie jest za szybkie, ale za to nieźle kopie. Jego konstrukcja nie pozwala na atakowanie jednostek powietrznych."
TID_CAPBUILD_CAPHQ,Hala stołeczna
TID_CAPBUILD_CAPHQ_INFO,"Samo serce Stolicy. Ulepsz halę, by odblokować nowe dystrykty i dodatkowe ulepszenia budynków na Szczycie Stolicy."
TID_CAPBUILD_CRUSHER,Łamacz
TID_CAPBUILD_CRUSHER_INFO,Łamacz BARDZO lubi swoją przestrzeń osobistą. Ten głaz spuszcza jednostkom naziemnym srogie lanie.
TID_CAPBUILD_DISHQ,Hala dystryktu
TID_CAPBUILD_DISHQ_INFO,"Mieszkańcy i Wielki Budowniczy dbają o dystrykt z tego miejsca. Ulepsz halę, by odblokować dodatkowe ulepszenia budynków w tym dystrykcie."
TID_CAPBUILD_GOBLIN_HALL,Hala goblinów
TID_CAPBUILD_GOBLIN_HALL_INFO,Upiornie cicha hala goblinów. Nie słychać tradycyjnego knucia ani pobrzękiwania złota.
TID_CAPBUILD_GOBLIN_HUT,Chata goblina
TID_CAPBUILD_GOBLIN_HUT_INFO,Pusta chata goblinów. Może jest na sprzedaż?
TID_CAPBUILD_GOBLIN_OUTPOST,Placówka goblinów
TID_CAPBUILD_GOBLIN_OUTPOST_INFO,Porzucona placówka goblinów. Gdzie się podziały?
TID_CAPBUILD_GUARDPOST_CART,Posterunek wozu najazdu
TID_CAPBUILD_GUARDPOST_CART_INFO,"Jeśli wóz najazdu mógłby czuć szczęście, to uszczęśliwiałoby go rozwalanie wrogów."
TID_CAPBUILD_GUARDPOST_DRAGONS,Posterunek supersmoków
TID_CAPBUILD_GUARDPOST_DRAGONS_INFO,Supersmoki są bardzo przywiązane do swojego terytorium i usmażą każdego najeźdźcę.
TID_CAPBUILD_GUARDPOST_GIANTS,Posterunek supergigantów
TID_CAPBUILD_GUARDPOST_GIANTS_INFO,Supergiganci są gotowi wymierzyć solidny cios wszystkim najeźdźcom.
TID_CAPBUILD_INFERNO,Wieża inferno
TID_CAPBUILD_INFERNO_INFO,"Zmora wszystkich dużych oddziałów. Wieża inferno może zadawać potężne obrażenia jednostkom, na których się skupia."
TID_CAPBUILD_MEGATESLA,Ukryty megatesla
TID_CAPBUILD_MEGATESLA_INFO,"Co będzie, gdy ukryty Tesla stanie się mega? To potężne wyładowanie zada duże obrażenia nawet najtwardszym jednostkom."
TID_CAPBUILD_MINION_CRYPT,Ul miniminionów
TID_CAPBUILD_MINION_CRYPT_INFO,"Zbudowany nad podziemnym ulem. To stanowisko obronne otwiera się i wypuszcza rój miniminionów, które atakują agresorów."
TID_CAPBUILD_MULTICANNON,Multidziało
TID_CAPBUILD_MULTICANNON_INFO,Działo o wielu lufach.
TID_CAPBUILD_MULTIMORTAR,Multimoździerz
TID_CAPBUILD_MULTIMORTAR_INFO,"Kilka razy strzela pociskami obszarowymi o dalekim zasięgu, by zmaksymalizować szansę na trafienie celu."
TID_CAPBUILD_RAPID_ROCKETS,Turborakiety
TID_CAPBUILD_RAPID_ROCKETS_INFO,"Ten pakiecik ciasno ułożonych rakiet ma krótszy zasięg w porównaniu z obroną powietrzną, ale za to zadaje dotkliwsze obrażenia."
TID_CAPBUILD_REFLECTOR,Odbijak
TID_CAPBUILD_REFLECTOR_INFO,"Nikt by się nie spodziewał, że wirujące ustrojstwo z tarczami odbije każdy atak w przeciwnika… Ale odbijak dokładnie tak działa."
TID_CAPBUILD_ROCKET,Artyleria rakietowa
TID_CAPBUILD_ROCKET_INFO,"Wypuszcza wybuchowe rakiety zarówno w cele na ziemi, jak i w powietrzu. Jakimś cudem nigdy nie pudłuje."
TID_CAPBUILD_SPEAR_THROWER,Miotacz włóczni
TID_CAPBUILD_SPEAR_THROWER_INFO,Miota dużymi włóczniami we wrogów na ziemi i w powietrzu. Bardzo onieśmielający.
TID_CAPBUILD_SPELLLAB_FREEZE,Fabryka zaklęć lodu
TID_CAPBUILD_SPELLLAB_FREEZE_INFO,Warzy całe beczki zaklęć lodu. Odwiedzającym zaleca się założenie ciepłych ubrań!
TID_CAPBUILD_SPELLLAB_GRAVEYARD,Fabryka zaklęcia cmentarnego
TID_CAPBUILD_SPELLLAB_GRAVEYARD_INFO,Warzy wielkie beczki zaklęcia cmentarnego. Uprzejmie prosimy o zignorowanie dźwięku grzechoczących kości.
TID_CAPBUILD_SPELLLAB_HEAL,Fabryka zaklęć leczenia
TID_CAPBUILD_SPELLLAB_HEAL_INFO,Warzy całe beczki zaklęć leczenia. Kwiatowy zapach magicznie leczy wszelki ból głowy.
TID_CAPBUILD_SPELLLAB_JUMP,Fabryka zaklęć skoku
TID_CAPBUILD_SPELLLAB_JUMP_INFO,"Warzy całe beczki zaklęć skoku. Już sam budynek wygląda, jakby szykował się do skoku."
TID_CAPBUILD_SPELLLAB_LIGHTNING,Fabryka zaklęć błyskawicy
TID_CAPBUILD_SPELLLAB_LIGHTNING_INFO,"Warzy całe beczki zaklęć błyskawicy. Każdy, kto przechodzi obok, ma dzień kiepskiej fryzury."
TID_CAPBUILD_SPELLLAB_LONG_HASTE,Fabryka zaklęcia nieustającego przyspieszenia
TID_CAPBUILD_SPELLLAB_LONG_HASTE_INFO,Warzy beczki zaklęcia wiecznego przyspieszenia. Mieszkańcy zawsze przechodzą obok w pośpiechu.
TID_CAPBUILD_SPELLLAB_RAGE,Fabryka zaklęć szału
TID_CAPBUILD_SPELLLAB_RAGE_INFO,"Warzy całe beczki zaklęć szału. Wystarczy podejść, by poczuć nieuzasadniony gniew."
TID_CAPBUILD_SPELL_STORAGE,Magazyn zaklęć
TID_CAPBUILD_SPELL_STORAGE_INFO,"W magazynie zaklęć przechowywane są uwarzone zaklęcia stolicy. Ulepsz, by zwiększyć liczbę zaklęć zabieranych na najazdy."
TID_CAPBUILD_SUPERWIZARDTOWER,Wieża supermaga
TID_CAPBUILD_SUPERWIZARDTOWER_INFO,"Elektropodstęp supermagów jest porażająco potężny przeciwko chmarom atakujących, ponieważ odbija się od każdego, kto znajduje się za blisko początkowego celu."
TID_CAPBUILD_WALL_INFO,"Mury chronią dystrykty i trzymają z dala wrogów.\n\nMury dystryktu mają zawsze ten sam poziom i są ulepszane w tym samym czasie. Budujcie razem, walczcie razem, ulepszajcie mury razem."
TID_CAPITAL_ARMY_SAVE_FAILED,Nie udało się zapisać wojska
TID_CAPITAL_ARMY_SAVE_FAILED_SPELL_NOT_AVAILABLE,Nie wszystkie zaznaczone zaklęcia są dostępne w tym klanie.
TID_CAPITAL_ARMY_SAVE_FAILED_TOO_MANY_SPELLS,Za dużo zaklęć na ten klan.
TID_CAPITAL_ARMY_SAVE_FAILED_TOO_MANY_UNITS,Za dużo oddziałów na ten klan.
TID_CAPITAL_ARMY_SAVE_FAILED_UNIT_NOT_AVAILABLE,Nie wszystkie zaznaczone oddziały są dostępne w tym klanie.
TID_CAPITAL_ARMY_SAVE_INVALID,Nie udało się zapisać błędnego wojska
TID_CAPITAL_ARMY_SAVE_OK,Wojsko Stolicy zmienione
TID_CAPITAL_ARMY_SAVE_PENDING,"Poczekaj, trwa zapisywanie"
TID_CAPITAL_CLAN_RANK,Ranga klanu:
TID_CAPITAL_CLAN_XP_REWARD,PD klanu: <number>
TID_CAPITAL_DISTRICTS_DESTROYED,Dystrykty zniszczone: <progress>/<total>
TID_CAPITAL_DISTRICTS_STANDING,Dystrykty ocalałe: <progress>/<total>
TID_CAPITAL_ENDLESS_HASTE_SPELL,Zaklęcie wiecznego przyspieszenia
TID_CAPITAL_ENDLESS_HASTE_SPELL_INFO,"Przyspiesz oddziały na zawsze.\n\nRzuć to zaklęcie, by stworzyć krąg przyspieszenia. Jednostki, które przejdą przez pierścień, zostaną przyspieszone do końca walki."
